"package_id","original_package_id","length_of_survey_years","number_of_years_samples","std_dev_interval_betw_years","max_num_taxa","geo_extent_bounding_box_m2"
"knb-lter-ntl.344.2",knb-lter-ntl.000.00,5,4,0.577350269189626,6208,934484688.221234
