id,eventID,occurrenceID,measurementType,measurementTypeID,measurementValue,measurementUnit
1,edi.100.1.ev_1,occ.edi.100.1.1,abundance,NA,2,number
2,edi.100.1.ev_1,occ.edi.100.1.2,abundance,NA,2,number
3,edi.100.1.ev_1,occ.edi.100.1.3,abundance,NA,1,number
4,edi.100.1.ev_1,occ.edi.100.1.4,abundance,NA,2,number
5,edi.100.1.ev_1,occ.edi.100.1.5,abundance,NA,1,number
6,edi.100.1.ev_1,occ.edi.100.1.6,abundance,NA,1,number
7,edi.100.1.ev_1,occ.edi.100.1.7,abundance,NA,1,number
8,edi.100.1.ev_1,occ.edi.100.1.8,abundance,NA,1,number
9,edi.100.1.ev_1,occ.edi.100.1.9,abundance,NA,1,number
10,edi.100.1.ev_1,occ.edi.100.1.10,abundance,NA,1,number
11,edi.100.1.ev_1,occ.edi.100.1.11,abundance,NA,1,number
12,edi.100.1.ev_1,occ.edi.100.1.12,abundance,NA,1,number
13,edi.100.1.ev_1,occ.edi.100.1.13,abundance,NA,2,number
14,edi.100.1.ev_1,occ.edi.100.1.14,abundance,NA,1,number
15,edi.100.1.ev_1,occ.edi.100.1.15,abundance,NA,1,number
16,edi.100.1.ev_1,occ.edi.100.1.16,abundance,NA,1,number
17,edi.100.1.ev_1,occ.edi.100.1.17,abundance,NA,2,number
18,edi.100.1.ev_1,occ.edi.100.1.18,abundance,NA,1,number
19,edi.100.1.ev_1,occ.edi.100.1.19,abundance,NA,1,number
20,edi.100.1.ev_1,occ.edi.100.1.20,abundance,NA,1,number
21,edi.100.1.ev_1,occ.edi.100.1.21,abundance,NA,1,number
22,edi.100.1.ev_1,occ.edi.100.1.22,abundance,NA,1,number
23,edi.100.1.ev_1,occ.edi.100.1.23,abundance,NA,1,number
24,edi.100.1.ev_1,occ.edi.100.1.24,abundance,NA,2,number
25,edi.100.1.ev_1,occ.edi.100.1.25,abundance,NA,1,number
26,edi.100.1.ev_2,occ.edi.100.1.26,abundance,NA,1,number
27,edi.100.1.ev_2,occ.edi.100.1.27,abundance,NA,2,number
28,edi.100.1.ev_2,occ.edi.100.1.28,abundance,NA,2,number
29,edi.100.1.ev_2,occ.edi.100.1.29,abundance,NA,2,number
30,edi.100.1.ev_2,occ.edi.100.1.30,abundance,NA,1,number
31,edi.100.1.ev_2,occ.edi.100.1.31,abundance,NA,1,number
32,edi.100.1.ev_2,occ.edi.100.1.32,abundance,NA,2,number
33,edi.100.1.ev_2,occ.edi.100.1.33,abundance,NA,2,number
34,edi.100.1.ev_2,occ.edi.100.1.34,abundance,NA,1,number
35,edi.100.1.ev_2,occ.edi.100.1.35,abundance,NA,1,number
36,edi.100.1.ev_2,occ.edi.100.1.36,abundance,NA,1,number
37,edi.100.1.ev_2,occ.edi.100.1.37,abundance,NA,1,number
38,edi.100.1.ev_2,occ.edi.100.1.38,abundance,NA,1,number
39,edi.100.1.ev_2,occ.edi.100.1.39,abundance,NA,1,number
40,edi.100.1.ev_2,occ.edi.100.1.40,abundance,NA,1,number
41,edi.100.1.ev_2,occ.edi.100.1.41,abundance,NA,1,number
42,edi.100.1.ev_2,occ.edi.100.1.42,abundance,NA,1,number
43,edi.100.1.ev_2,occ.edi.100.1.43,abundance,NA,1,number
44,edi.100.1.ev_2,occ.edi.100.1.44,abundance,NA,1,number
45,edi.100.1.ev_3,occ.edi.100.1.45,abundance,NA,2,number
46,edi.100.1.ev_3,occ.edi.100.1.46,abundance,NA,3,number
47,edi.100.1.ev_3,occ.edi.100.1.47,abundance,NA,1,number
48,edi.100.1.ev_3,occ.edi.100.1.48,abundance,NA,1,number
49,edi.100.1.ev_3,occ.edi.100.1.49,abundance,NA,2,number
50,edi.100.1.ev_3,occ.edi.100.1.50,abundance,NA,1,number
51,edi.100.1.ev_3,occ.edi.100.1.51,abundance,NA,1,number
52,edi.100.1.ev_3,occ.edi.100.1.52,abundance,NA,1,number
53,edi.100.1.ev_3,occ.edi.100.1.53,abundance,NA,2,number
54,edi.100.1.ev_3,occ.edi.100.1.54,abundance,NA,1,number
55,edi.100.1.ev_3,occ.edi.100.1.55,abundance,NA,1,number
56,edi.100.1.ev_3,occ.edi.100.1.56,abundance,NA,1,number
57,edi.100.1.ev_3,occ.edi.100.1.57,abundance,NA,1,number
58,edi.100.1.ev_3,occ.edi.100.1.58,abundance,NA,1,number
59,edi.100.1.ev_4,occ.edi.100.1.59,abundance,NA,1,number
60,edi.100.1.ev_4,occ.edi.100.1.60,abundance,NA,1,number
61,edi.100.1.ev_4,occ.edi.100.1.61,abundance,NA,2,number
62,edi.100.1.ev_4,occ.edi.100.1.62,abundance,NA,1,number
63,edi.100.1.ev_4,occ.edi.100.1.63,abundance,NA,1,number
64,edi.100.1.ev_4,occ.edi.100.1.64,abundance,NA,1,number
65,edi.100.1.ev_4,occ.edi.100.1.65,abundance,NA,2,number
66,edi.100.1.ev_4,occ.edi.100.1.66,abundance,NA,2,number
67,edi.100.1.ev_4,occ.edi.100.1.67,abundance,NA,1,number
68,edi.100.1.ev_4,occ.edi.100.1.68,abundance,NA,1,number
69,edi.100.1.ev_4,occ.edi.100.1.69,abundance,NA,1,number
70,edi.100.1.ev_4,occ.edi.100.1.70,abundance,NA,1,number
71,edi.100.1.ev_4,occ.edi.100.1.71,abundance,NA,1,number
72,edi.100.1.ev_4,occ.edi.100.1.72,abundance,NA,1,number
73,edi.100.1.ev_4,occ.edi.100.1.73,abundance,NA,1,number
74,edi.100.1.ev_4,occ.edi.100.1.74,abundance,NA,1,number
75,edi.100.1.ev_4,occ.edi.100.1.75,abundance,NA,1,number
76,edi.100.1.ev_4,occ.edi.100.1.76,abundance,NA,1,number
77,edi.100.1.ev_4,occ.edi.100.1.77,abundance,NA,1,number
78,edi.100.1.ev_4,occ.edi.100.1.78,abundance,NA,1,number
79,edi.100.1.ev_4,occ.edi.100.1.79,abundance,NA,1,number
80,edi.100.1.ev_4,occ.edi.100.1.80,abundance,NA,2,number
81,edi.100.1.ev_4,occ.edi.100.1.81,abundance,NA,1,number
82,edi.100.1.ev_4,occ.edi.100.1.82,abundance,NA,1,number
83,edi.100.1.ev_4,occ.edi.100.1.83,abundance,NA,1,number
84,edi.100.1.ev_4,occ.edi.100.1.84,abundance,NA,1,number
85,edi.100.1.ev_4,occ.edi.100.1.85,abundance,NA,1,number
86,edi.100.1.ev_4,occ.edi.100.1.86,abundance,NA,1,number
87,edi.100.1.ev_4,occ.edi.100.1.87,abundance,NA,1,number
88,edi.100.1.ev_5,occ.edi.100.1.88,abundance,NA,2,number
89,edi.100.1.ev_5,occ.edi.100.1.89,abundance,NA,1,number
90,edi.100.1.ev_5,occ.edi.100.1.90,abundance,NA,2,number
91,edi.100.1.ev_5,occ.edi.100.1.91,abundance,NA,1,number
92,edi.100.1.ev_5,occ.edi.100.1.92,abundance,NA,1,number
93,edi.100.1.ev_5,occ.edi.100.1.93,abundance,NA,1,number
94,edi.100.1.ev_5,occ.edi.100.1.94,abundance,NA,1,number
95,edi.100.1.ev_5,occ.edi.100.1.95,abundance,NA,1,number
96,edi.100.1.ev_5,occ.edi.100.1.96,abundance,NA,1,number
97,edi.100.1.ev_5,occ.edi.100.1.97,abundance,NA,1,number
98,edi.100.1.ev_5,occ.edi.100.1.98,abundance,NA,1,number
99,edi.100.1.ev_5,occ.edi.100.1.99,abundance,NA,1,number
100,edi.100.1.ev_5,occ.edi.100.1.100,abundance,NA,1,number
101,edi.100.1.ev_5,occ.edi.100.1.101,abundance,NA,1,number
102,edi.100.1.ev_5,occ.edi.100.1.102,abundance,NA,2,number
103,edi.100.1.ev_6,occ.edi.100.1.103,abundance,NA,2,number
104,edi.100.1.ev_6,occ.edi.100.1.104,abundance,NA,4,number
105,edi.100.1.ev_6,occ.edi.100.1.105,abundance,NA,1,number
106,edi.100.1.ev_6,occ.edi.100.1.106,abundance,NA,1,number
107,edi.100.1.ev_6,occ.edi.100.1.107,abundance,NA,1,number
108,edi.100.1.ev_6,occ.edi.100.1.108,abundance,NA,1,number
109,edi.100.1.ev_6,occ.edi.100.1.109,abundance,NA,1,number
110,edi.100.1.ev_6,occ.edi.100.1.110,abundance,NA,1,number
111,edi.100.1.ev_7,occ.edi.100.1.111,abundance,NA,1,number
112,edi.100.1.ev_7,occ.edi.100.1.112,abundance,NA,1,number
113,edi.100.1.ev_7,occ.edi.100.1.113,abundance,NA,1,number
114,edi.100.1.ev_7,occ.edi.100.1.114,abundance,NA,1,number
115,edi.100.1.ev_8,occ.edi.100.1.115,abundance,NA,2,number
116,edi.100.1.ev_8,occ.edi.100.1.116,abundance,NA,1,number
117,edi.100.1.ev_8,occ.edi.100.1.117,abundance,NA,1,number
118,edi.100.1.ev_8,occ.edi.100.1.118,abundance,NA,2,number
119,edi.100.1.ev_8,occ.edi.100.1.119,abundance,NA,3,number
120,edi.100.1.ev_8,occ.edi.100.1.120,abundance,NA,2,number
121,edi.100.1.ev_8,occ.edi.100.1.121,abundance,NA,1,number
122,edi.100.1.ev_8,occ.edi.100.1.122,abundance,NA,2,number
123,edi.100.1.ev_8,occ.edi.100.1.123,abundance,NA,2,number
124,edi.100.1.ev_8,occ.edi.100.1.124,abundance,NA,1,number
125,edi.100.1.ev_8,occ.edi.100.1.125,abundance,NA,2,number
126,edi.100.1.ev_8,occ.edi.100.1.126,abundance,NA,1,number
127,edi.100.1.ev_8,occ.edi.100.1.127,abundance,NA,1,number
128,edi.100.1.ev_8,occ.edi.100.1.128,abundance,NA,1,number
129,edi.100.1.ev_8,occ.edi.100.1.129,abundance,NA,1,number
130,edi.100.1.ev_8,occ.edi.100.1.130,abundance,NA,2,number
131,edi.100.1.ev_8,occ.edi.100.1.131,abundance,NA,2,number
132,edi.100.1.ev_8,occ.edi.100.1.132,abundance,NA,2,number
133,edi.100.1.ev_8,occ.edi.100.1.133,abundance,NA,1,number
134,edi.100.1.ev_8,occ.edi.100.1.134,abundance,NA,1,number
135,edi.100.1.ev_8,occ.edi.100.1.135,abundance,NA,1,number
136,edi.100.1.ev_8,occ.edi.100.1.136,abundance,NA,1,number
137,edi.100.1.ev_8,occ.edi.100.1.137,abundance,NA,1,number
138,edi.100.1.ev_8,occ.edi.100.1.138,abundance,NA,1,number
139,edi.100.1.ev_8,occ.edi.100.1.139,abundance,NA,1,number
140,edi.100.1.ev_8,occ.edi.100.1.140,abundance,NA,3,number
141,edi.100.1.ev_8,occ.edi.100.1.141,abundance,NA,3,number
142,edi.100.1.ev_8,occ.edi.100.1.142,abundance,NA,1,number
143,edi.100.1.ev_8,occ.edi.100.1.143,abundance,NA,1,number
144,edi.100.1.ev_8,occ.edi.100.1.144,abundance,NA,1,number
145,edi.100.1.ev_8,occ.edi.100.1.145,abundance,NA,2,number
146,edi.100.1.ev_8,occ.edi.100.1.146,abundance,NA,1,number
147,edi.100.1.ev_8,occ.edi.100.1.147,abundance,NA,1,number
148,edi.100.1.ev_8,occ.edi.100.1.148,abundance,NA,2,number
149,edi.100.1.ev_8,occ.edi.100.1.149,abundance,NA,1,number
150,edi.100.1.ev_8,occ.edi.100.1.150,abundance,NA,2,number
151,edi.100.1.ev_8,occ.edi.100.1.151,abundance,NA,1,number
152,edi.100.1.ev_8,occ.edi.100.1.152,abundance,NA,1,number
153,edi.100.1.ev_8,occ.edi.100.1.153,abundance,NA,1,number
154,edi.100.1.ev_8,occ.edi.100.1.154,abundance,NA,1,number
155,edi.100.1.ev_8,occ.edi.100.1.155,abundance,NA,1,number
156,edi.100.1.ev_8,occ.edi.100.1.156,abundance,NA,1,number
157,edi.100.1.ev_8,occ.edi.100.1.157,abundance,NA,1,number
158,edi.100.1.ev_8,occ.edi.100.1.158,abundance,NA,1,number
159,edi.100.1.ev_8,occ.edi.100.1.159,abundance,NA,2,number
160,edi.100.1.ev_8,occ.edi.100.1.160,abundance,NA,2,number
161,edi.100.1.ev_8,occ.edi.100.1.161,abundance,NA,1,number
162,edi.100.1.ev_8,occ.edi.100.1.162,abundance,NA,1,number
163,edi.100.1.ev_8,occ.edi.100.1.163,abundance,NA,1,number
164,edi.100.1.ev_8,occ.edi.100.1.164,abundance,NA,2,number
165,edi.100.1.ev_8,occ.edi.100.1.165,abundance,NA,1,number
166,edi.100.1.ev_8,occ.edi.100.1.166,abundance,NA,1,number
167,edi.100.1.ev_8,occ.edi.100.1.167,abundance,NA,1,number
168,edi.100.1.ev_8,occ.edi.100.1.168,abundance,NA,1,number
169,edi.100.1.ev_8,occ.edi.100.1.169,abundance,NA,1,number
170,edi.100.1.ev_8,occ.edi.100.1.170,abundance,NA,1,number
171,edi.100.1.ev_8,occ.edi.100.1.171,abundance,NA,1,number
172,edi.100.1.ev_8,occ.edi.100.1.172,abundance,NA,1,number
173,edi.100.1.ev_8,occ.edi.100.1.173,abundance,NA,1,number
174,edi.100.1.ev_8,occ.edi.100.1.174,abundance,NA,1,number
175,edi.100.1.ev_8,occ.edi.100.1.175,abundance,NA,1,number
176,edi.100.1.ev_9,occ.edi.100.1.176,abundance,NA,9,number
177,edi.100.1.ev_9,occ.edi.100.1.177,abundance,NA,9,number
178,edi.100.1.ev_9,occ.edi.100.1.178,abundance,NA,1,number
179,edi.100.1.ev_9,occ.edi.100.1.179,abundance,NA,71,number
180,edi.100.1.ev_9,occ.edi.100.1.180,abundance,NA,71,number
181,edi.100.1.ev_9,occ.edi.100.1.181,abundance,NA,1,number
182,edi.100.1.ev_9,occ.edi.100.1.182,abundance,NA,1,number
183,edi.100.1.ev_9,occ.edi.100.1.183,abundance,NA,18,number
184,edi.100.1.ev_9,occ.edi.100.1.184,abundance,NA,2,number
185,edi.100.1.ev_9,occ.edi.100.1.185,abundance,NA,1,number
186,edi.100.1.ev_9,occ.edi.100.1.186,abundance,NA,45,number
187,edi.100.1.ev_9,occ.edi.100.1.187,abundance,NA,1,number
188,edi.100.1.ev_9,occ.edi.100.1.188,abundance,NA,1,number
189,edi.100.1.ev_9,occ.edi.100.1.189,abundance,NA,2,number
190,edi.100.1.ev_9,occ.edi.100.1.190,abundance,NA,17,number
191,edi.100.1.ev_9,occ.edi.100.1.191,abundance,NA,9,number
192,edi.100.1.ev_9,occ.edi.100.1.192,abundance,NA,1,number
193,edi.100.1.ev_9,occ.edi.100.1.193,abundance,NA,2,number
194,edi.100.1.ev_9,occ.edi.100.1.194,abundance,NA,1,number
195,edi.100.1.ev_10,occ.edi.100.1.195,abundance,NA,9,number
196,edi.100.1.ev_10,occ.edi.100.1.196,abundance,NA,9,number
197,edi.100.1.ev_10,occ.edi.100.1.197,abundance,NA,1,number
198,edi.100.1.ev_10,occ.edi.100.1.198,abundance,NA,1,number
199,edi.100.1.ev_10,occ.edi.100.1.199,abundance,NA,28,number
200,edi.100.1.ev_10,occ.edi.100.1.200,abundance,NA,5,number
201,edi.100.1.ev_10,occ.edi.100.1.201,abundance,NA,4,number
202,edi.100.1.ev_10,occ.edi.100.1.202,abundance,NA,1,number
203,edi.100.1.ev_10,occ.edi.100.1.203,abundance,NA,1,number
204,edi.100.1.ev_10,occ.edi.100.1.204,abundance,NA,1,number
205,edi.100.1.ev_10,occ.edi.100.1.205,abundance,NA,1,number
206,edi.100.1.ev_11,occ.edi.100.1.206,abundance,NA,4,number
207,edi.100.1.ev_11,occ.edi.100.1.207,abundance,NA,11,number
208,edi.100.1.ev_11,occ.edi.100.1.208,abundance,NA,8,number
209,edi.100.1.ev_11,occ.edi.100.1.209,abundance,NA,3,number
210,edi.100.1.ev_11,occ.edi.100.1.210,abundance,NA,1,number
211,edi.100.1.ev_12,occ.edi.100.1.211,abundance,NA,2,number
212,edi.100.1.ev_12,occ.edi.100.1.212,abundance,NA,25,number
213,edi.100.1.ev_13,occ.edi.100.1.213,abundance,NA,1,number
214,edi.100.1.ev_13,occ.edi.100.1.214,abundance,NA,4,number
215,edi.100.1.ev_13,occ.edi.100.1.215,abundance,NA,2,number
216,edi.100.1.ev_13,occ.edi.100.1.216,abundance,NA,4,number
217,edi.100.1.ev_13,occ.edi.100.1.217,abundance,NA,1,number
218,edi.100.1.ev_14,occ.edi.100.1.218,abundance,NA,22,number
219,edi.100.1.ev_14,occ.edi.100.1.219,abundance,NA,22,number
220,edi.100.1.ev_14,occ.edi.100.1.220,abundance,NA,28,number
221,edi.100.1.ev_14,occ.edi.100.1.221,abundance,NA,1,number
222,edi.100.1.ev_14,occ.edi.100.1.222,abundance,NA,13,number
223,edi.100.1.ev_14,occ.edi.100.1.223,abundance,NA,3,number
224,edi.100.1.ev_14,occ.edi.100.1.224,abundance,NA,5,number
225,edi.100.1.ev_14,occ.edi.100.1.225,abundance,NA,1,number
226,edi.100.1.ev_14,occ.edi.100.1.226,abundance,NA,2,number
227,edi.100.1.ev_14,occ.edi.100.1.227,abundance,NA,4,number
228,edi.100.1.ev_14,occ.edi.100.1.228,abundance,NA,1,number
229,edi.100.1.ev_14,occ.edi.100.1.229,abundance,NA,2,number
230,edi.100.1.ev_14,occ.edi.100.1.230,abundance,NA,1,number
231,edi.100.1.ev_14,occ.edi.100.1.231,abundance,NA,1,number
232,edi.100.1.ev_14,occ.edi.100.1.232,abundance,NA,2,number
233,edi.100.1.ev_14,occ.edi.100.1.233,abundance,NA,1,number
234,edi.100.1.ev_14,occ.edi.100.1.234,abundance,NA,2,number
235,edi.100.1.ev_15,occ.edi.100.1.235,abundance,NA,20,number
236,edi.100.1.ev_15,occ.edi.100.1.236,abundance,NA,1,number
237,edi.100.1.ev_15,occ.edi.100.1.237,abundance,NA,1,number
238,edi.100.1.ev_15,occ.edi.100.1.238,abundance,NA,1,number
239,edi.100.1.ev_15,occ.edi.100.1.239,abundance,NA,2,number
240,edi.100.1.ev_15,occ.edi.100.1.240,abundance,NA,2,number
241,edi.100.1.ev_15,occ.edi.100.1.241,abundance,NA,1,number
242,edi.100.1.ev_15,occ.edi.100.1.242,abundance,NA,1,number
243,edi.100.1.ev_15,occ.edi.100.1.243,abundance,NA,85,number
244,edi.100.1.ev_15,occ.edi.100.1.244,abundance,NA,1,number
245,edi.100.1.ev_15,occ.edi.100.1.245,abundance,NA,2,number
246,edi.100.1.ev_15,occ.edi.100.1.246,abundance,NA,3,number
247,edi.100.1.ev_15,occ.edi.100.1.247,abundance,NA,2,number
248,edi.100.1.ev_15,occ.edi.100.1.248,abundance,NA,1,number
249,edi.100.1.ev_15,occ.edi.100.1.249,abundance,NA,12,number
250,edi.100.1.ev_15,occ.edi.100.1.250,abundance,NA,1,number
251,edi.100.1.ev_15,occ.edi.100.1.251,abundance,NA,1,number
252,edi.100.1.ev_15,occ.edi.100.1.252,abundance,NA,1,number
253,edi.100.1.ev_16,occ.edi.100.1.253,abundance,NA,1,number
254,edi.100.1.ev_16,occ.edi.100.1.254,abundance,NA,1,number
255,edi.100.1.ev_16,occ.edi.100.1.255,abundance,NA,1,number
256,edi.100.1.ev_16,occ.edi.100.1.256,abundance,NA,2,number
257,edi.100.1.ev_16,occ.edi.100.1.257,abundance,NA,3,number
258,edi.100.1.ev_16,occ.edi.100.1.258,abundance,NA,6,number
259,edi.100.1.ev_16,occ.edi.100.1.259,abundance,NA,1,number
260,edi.100.1.ev_16,occ.edi.100.1.260,abundance,NA,5,number
261,edi.100.1.ev_16,occ.edi.100.1.261,abundance,NA,1,number
262,edi.100.1.ev_16,occ.edi.100.1.262,abundance,NA,4,number
263,edi.100.1.ev_16,occ.edi.100.1.263,abundance,NA,6,number
264,edi.100.1.ev_16,occ.edi.100.1.264,abundance,NA,2,number
265,edi.100.1.ev_16,occ.edi.100.1.265,abundance,NA,19,number
266,edi.100.1.ev_16,occ.edi.100.1.266,abundance,NA,1,number
267,edi.100.1.ev_16,occ.edi.100.1.267,abundance,NA,1,number
268,edi.100.1.ev_16,occ.edi.100.1.268,abundance,NA,4,number
269,edi.100.1.ev_16,occ.edi.100.1.269,abundance,NA,1,number
270,edi.100.1.ev_16,occ.edi.100.1.270,abundance,NA,1,number
271,edi.100.1.ev_16,occ.edi.100.1.271,abundance,NA,1,number
272,edi.100.1.ev_16,occ.edi.100.1.272,abundance,NA,1,number
273,edi.100.1.ev_16,occ.edi.100.1.273,abundance,NA,1,number
274,edi.100.1.ev_16,occ.edi.100.1.274,abundance,NA,1,number
275,edi.100.1.ev_16,occ.edi.100.1.275,abundance,NA,1,number
276,edi.100.1.ev_16,occ.edi.100.1.276,abundance,NA,1,number
277,edi.100.1.ev_16,occ.edi.100.1.277,abundance,NA,3,number
278,edi.100.1.ev_16,occ.edi.100.1.278,abundance,NA,1,number
279,edi.100.1.ev_17,occ.edi.100.1.279,abundance,NA,4,number
280,edi.100.1.ev_17,occ.edi.100.1.280,abundance,NA,1,number
281,edi.100.1.ev_18,occ.edi.100.1.281,abundance,NA,10,number
282,edi.100.1.ev_18,occ.edi.100.1.282,abundance,NA,1,number
283,edi.100.1.ev_18,occ.edi.100.1.283,abundance,NA,2,number
284,edi.100.1.ev_18,occ.edi.100.1.284,abundance,NA,1,number
285,edi.100.1.ev_19,occ.edi.100.1.285,abundance,NA,1,number
286,edi.100.1.ev_19,occ.edi.100.1.286,abundance,NA,1,number
287,edi.100.1.ev_20,occ.edi.100.1.287,abundance,NA,28,number
288,edi.100.1.ev_20,occ.edi.100.1.288,abundance,NA,1,number
289,edi.100.1.ev_20,occ.edi.100.1.289,abundance,NA,1,number
290,edi.100.1.ev_20,occ.edi.100.1.290,abundance,NA,1,number
291,edi.100.1.ev_20,occ.edi.100.1.291,abundance,NA,2,number
292,edi.100.1.ev_21,occ.edi.100.1.292,abundance,NA,20,number
293,edi.100.1.ev_22,occ.edi.100.1.293,abundance,NA,1,number
294,edi.100.1.ev_23,occ.edi.100.1.294,abundance,NA,12,number
295,edi.100.1.ev_23,occ.edi.100.1.295,abundance,NA,1,number
296,edi.100.1.ev_23,occ.edi.100.1.296,abundance,NA,7,number
297,edi.100.1.ev_23,occ.edi.100.1.297,abundance,NA,5,number
298,edi.100.1.ev_23,occ.edi.100.1.298,abundance,NA,21,number
299,edi.100.1.ev_24,occ.edi.100.1.299,abundance,NA,12,number
300,edi.100.1.ev_24,occ.edi.100.1.300,abundance,NA,2,number
301,edi.100.1.ev_25,occ.edi.100.1.301,abundance,NA,15,number
302,edi.100.1.ev_25,occ.edi.100.1.302,abundance,NA,1,number
303,edi.100.1.ev_25,occ.edi.100.1.303,abundance,NA,1,number
304,edi.100.1.ev_25,occ.edi.100.1.304,abundance,NA,1,number
305,edi.100.1.ev_25,occ.edi.100.1.305,abundance,NA,3,number
306,edi.100.1.ev_26,occ.edi.100.1.306,abundance,NA,44,number
307,edi.100.1.ev_26,occ.edi.100.1.307,abundance,NA,4,number
308,edi.100.1.ev_26,occ.edi.100.1.308,abundance,NA,1,number
309,edi.100.1.ev_26,occ.edi.100.1.309,abundance,NA,1,number
310,edi.100.1.ev_26,occ.edi.100.1.310,abundance,NA,1,number
311,edi.100.1.ev_26,occ.edi.100.1.311,abundance,NA,1,number
312,edi.100.1.ev_26,occ.edi.100.1.312,abundance,NA,1,number
313,edi.100.1.ev_26,occ.edi.100.1.313,abundance,NA,1,number
314,edi.100.1.ev_27,occ.edi.100.1.314,abundance,NA,40,number
315,edi.100.1.ev_27,occ.edi.100.1.315,abundance,NA,4,number
316,edi.100.1.ev_28,occ.edi.100.1.316,abundance,NA,69,number
317,edi.100.1.ev_28,occ.edi.100.1.317,abundance,NA,5,number
318,edi.100.1.ev_28,occ.edi.100.1.318,abundance,NA,1,number
319,edi.100.1.ev_28,occ.edi.100.1.319,abundance,NA,1,number
320,edi.100.1.ev_29,occ.edi.100.1.320,abundance,NA,8,number
321,edi.100.1.ev_29,occ.edi.100.1.321,abundance,NA,1,number
322,edi.100.1.ev_29,occ.edi.100.1.322,abundance,NA,4,number
323,edi.100.1.ev_29,occ.edi.100.1.323,abundance,NA,1,number
324,edi.100.1.ev_29,occ.edi.100.1.324,abundance,NA,1,number
325,edi.100.1.ev_29,occ.edi.100.1.325,abundance,NA,6,number
326,edi.100.1.ev_30,occ.edi.100.1.326,abundance,NA,16,number
327,edi.100.1.ev_30,occ.edi.100.1.327,abundance,NA,1,number
328,edi.100.1.ev_30,occ.edi.100.1.328,abundance,NA,1,number
329,edi.100.1.ev_30,occ.edi.100.1.329,abundance,NA,1,number
330,edi.100.1.ev_30,occ.edi.100.1.330,abundance,NA,5,number
331,edi.100.1.ev_30,occ.edi.100.1.331,abundance,NA,1,number
332,edi.100.1.ev_31,occ.edi.100.1.332,abundance,NA,21,number
333,edi.100.1.ev_31,occ.edi.100.1.333,abundance,NA,3,number
334,edi.100.1.ev_31,occ.edi.100.1.334,abundance,NA,1,number
335,edi.100.1.ev_31,occ.edi.100.1.335,abundance,NA,1,number
336,edi.100.1.ev_31,occ.edi.100.1.336,abundance,NA,13,number
337,edi.100.1.ev_32,occ.edi.100.1.337,abundance,NA,26,number
338,edi.100.1.ev_32,occ.edi.100.1.338,abundance,NA,2,number
339,edi.100.1.ev_32,occ.edi.100.1.339,abundance,NA,4,number
340,edi.100.1.ev_32,occ.edi.100.1.340,abundance,NA,2,number
341,edi.100.1.ev_32,occ.edi.100.1.341,abundance,NA,2,number
342,edi.100.1.ev_32,occ.edi.100.1.342,abundance,NA,5,number
343,edi.100.1.ev_32,occ.edi.100.1.343,abundance,NA,1,number
344,edi.100.1.ev_32,occ.edi.100.1.344,abundance,NA,1,number
345,edi.100.1.ev_32,occ.edi.100.1.345,abundance,NA,2,number
346,edi.100.1.ev_32,occ.edi.100.1.346,abundance,NA,1,number
347,edi.100.1.ev_32,occ.edi.100.1.347,abundance,NA,2,number
348,edi.100.1.ev_32,occ.edi.100.1.348,abundance,NA,2,number
349,edi.100.1.ev_32,occ.edi.100.1.349,abundance,NA,1,number
350,edi.100.1.ev_32,occ.edi.100.1.350,abundance,NA,3,number
351,edi.100.1.ev_32,occ.edi.100.1.351,abundance,NA,1,number
352,edi.100.1.ev_33,occ.edi.100.1.352,abundance,NA,18,number
353,edi.100.1.ev_33,occ.edi.100.1.353,abundance,NA,1,number
354,edi.100.1.ev_33,occ.edi.100.1.354,abundance,NA,2,number
355,edi.100.1.ev_33,occ.edi.100.1.355,abundance,NA,1,number
356,edi.100.1.ev_34,occ.edi.100.1.356,abundance,NA,6,number
357,edi.100.1.ev_34,occ.edi.100.1.357,abundance,NA,2,number
358,edi.100.1.ev_34,occ.edi.100.1.358,abundance,NA,1,number
359,edi.100.1.ev_34,occ.edi.100.1.359,abundance,NA,1,number
360,edi.100.1.ev_34,occ.edi.100.1.360,abundance,NA,1,number
361,edi.100.1.ev_35,occ.edi.100.1.361,abundance,NA,12,number
362,edi.100.1.ev_35,occ.edi.100.1.362,abundance,NA,1,number
363,edi.100.1.ev_35,occ.edi.100.1.363,abundance,NA,1,number
364,edi.100.1.ev_36,occ.edi.100.1.364,abundance,NA,2,number
365,edi.100.1.ev_36,occ.edi.100.1.365,abundance,NA,3,number
366,edi.100.1.ev_36,occ.edi.100.1.366,abundance,NA,1,number
367,edi.100.1.ev_37,occ.edi.100.1.367,abundance,NA,16,number
368,edi.100.1.ev_37,occ.edi.100.1.368,abundance,NA,1,number
369,edi.100.1.ev_37,occ.edi.100.1.369,abundance,NA,1,number
370,edi.100.1.ev_37,occ.edi.100.1.370,abundance,NA,1,number
371,edi.100.1.ev_37,occ.edi.100.1.371,abundance,NA,3,number
372,edi.100.1.ev_37,occ.edi.100.1.372,abundance,NA,1,number
373,edi.100.1.ev_37,occ.edi.100.1.373,abundance,NA,1,number
374,edi.100.1.ev_37,occ.edi.100.1.374,abundance,NA,14,number
375,edi.100.1.ev_37,occ.edi.100.1.375,abundance,NA,1,number
376,edi.100.1.ev_37,occ.edi.100.1.376,abundance,NA,14,number
377,edi.100.1.ev_38,occ.edi.100.1.377,abundance,NA,14,number
