observation_id,event_id,package_id,location_id,datetime,taxon_id,variable_name,value,unit
ob_1156,ev_1156,edi.193.1,lo_13,2008-11-07,tx_80,abundance,1,
ob_1159,ev_1159,edi.193.1,lo_13,2008-11-07,tx_30,abundance,2,
ob_1160,ev_1160,edi.193.1,lo_13,2008-11-07,tx_39,abundance,1,
ob_1163,ev_1163,edi.193.1,lo_7,2008-11-07,tx_3,abundance,1,
ob_1164,ev_1164,edi.193.1,lo_7,2008-11-07,tx_62,abundance,1,
ob_1165,ev_1165,edi.193.1,lo_7,2008-11-07,tx_22,abundance,1,
ob_1167,ev_1167,edi.193.1,lo_7,2008-11-07,tx_14,abundance,1,
ob_1168,ev_1168,edi.193.1,lo_7,2008-11-07,tx_39,abundance,1,
ob_1170,ev_1170,edi.193.1,lo_7,2008-11-07,tx_2,abundance,2,
ob_1193,ev_1193,edi.193.1,lo_7,2008-11-07,tx_74,abundance,1,
ob_1199,ev_1199,edi.193.1,lo_7,2008-11-07,tx_30,abundance,1,
ob_1200,ev_1200,edi.193.1,lo_7,2008-11-07,tx_37,abundance,2,
ob_1202,ev_1202,edi.193.1,lo_4,2009-07-17,tx_14,abundance,1,
ob_1203,ev_1203,edi.193.1,lo_4,2009-07-17,tx_51,abundance,1,
ob_1204,ev_1204,edi.193.1,lo_4,2009-07-17,tx_62,abundance,1,
ob_1205,ev_1205,edi.193.1,lo_4,2009-07-17,tx_3,abundance,2,
ob_1209,ev_1209,edi.193.1,lo_4,2009-07-17,tx_2,abundance,1,
ob_1211,ev_1211,edi.193.1,lo_4,2009-07-17,tx_58,abundance,2,
ob_1213,ev_1213,edi.193.1,lo_5,2009-07-17,tx_3,abundance,2,
ob_1214,ev_1214,edi.193.1,lo_5,2009-07-17,tx_13,abundance,1,
ob_1215,ev_1215,edi.193.1,lo_5,2009-07-17,tx_21,abundance,3,
ob_1216,ev_1216,edi.193.1,lo_5,2009-07-17,tx_51,abundance,1,
ob_1219,ev_1219,edi.193.1,lo_5,2009-07-17,tx_22,abundance,1,
ob_1220,ev_1220,edi.193.1,lo_5,2009-07-17,tx_39,abundance,2,
ob_1241,ev_1241,edi.193.1,lo_5,2009-07-17,tx_2,abundance,1,
ob_1242,ev_1242,edi.193.1,lo_5,2009-07-17,tx_14,abundance,1,
ob_1245,ev_1245,edi.193.1,lo_6,2009-07-17,tx_14,abundance,1,
ob_1246,ev_1246,edi.193.1,lo_6,2009-07-17,tx_3,abundance,1,
ob_1250,ev_1250,edi.193.1,lo_10,2009-07-17,tx_80,abundance,1,
ob_1251,ev_1251,edi.193.1,lo_10,2009-07-17,tx_3,abundance,3,
ob_1252,ev_1252,edi.193.1,lo_10,2009-07-17,tx_14,abundance,1,
ob_1253,ev_1253,edi.193.1,lo_10,2009-07-17,tx_51,abundance,1,
ob_1254,ev_1254,edi.193.1,lo_10,2009-07-17,tx_62,abundance,1,
ob_1264,ev_1264,edi.193.1,lo_11,2009-07-17,tx_14,abundance,2,
ob_1265,ev_1265,edi.193.1,lo_11,2009-07-17,tx_3,abundance,1,
ob_1267,ev_1267,edi.193.1,lo_11,2009-07-17,tx_2,abundance,1,
ob_1279,ev_1279,edi.193.1,lo_12,2009-07-17,tx_3,abundance,1,
ob_1286,ev_1286,edi.193.1,lo_13,2009-07-17,tx_3,abundance,1,
ob_1287,ev_1287,edi.193.1,lo_13,2009-07-17,tx_14,abundance,1,
ob_1295,ev_1295,edi.193.1,lo_13,2009-07-17,tx_62,abundance,1,
ob_1300,ev_1300,edi.193.1,lo_13,2009-07-17,tx_74,abundance,1,
ob_1303,ev_1303,edi.193.1,lo_13,2009-07-17,tx_51,abundance,3,
ob_1311,ev_1311,edi.193.1,lo_7,2009-07-17,tx_3,abundance,1,
ob_1312,ev_1312,edi.193.1,lo_7,2009-07-17,tx_58,abundance,1,
ob_1315,ev_1315,edi.193.1,lo_7,2009-07-17,tx_30,abundance,1,
ob_1318,ev_1318,edi.193.1,lo_7,2009-07-17,tx_2,abundance,2,
ob_1320,ev_1320,edi.193.1,lo_7,2009-07-17,tx_62,abundance,1,
ob_1324,ev_1324,edi.193.1,lo_7,2009-07-17,tx_14,abundance,1,
ob_1330,ev_1330,edi.193.1,lo_4,2010-07-23,tx_3,abundance,1,
ob_1331,ev_1331,edi.193.1,lo_4,2010-07-23,tx_14,abundance,1,
ob_1334,ev_1334,edi.193.1,lo_4,2010-07-23,tx_2,abundance,5,
ob_1341,ev_1341,edi.193.1,lo_4,2010-07-23,tx_13,abundance,2,
ob_1346,ev_1346,edi.193.1,lo_5,2010-07-23,tx_3,abundance,1,
ob_1348,ev_1348,edi.193.1,lo_5,2010-07-23,tx_13,abundance,2,
ob_1349,ev_1349,edi.193.1,lo_5,2010-07-23,tx_30,abundance,1,
ob_1351,ev_1351,edi.193.1,lo_5,2010-07-23,tx_14,abundance,1,
ob_1353,ev_1353,edi.193.1,lo_5,2010-07-23,tx_39,abundance,1,
ob_1356,ev_1356,edi.193.1,lo_5,2010-07-23,tx_22,abundance,2,
ob_1357,ev_1357,edi.193.1,lo_5,2010-07-23,tx_77,abundance,1,
ob_1358,ev_1358,edi.193.1,lo_5,2010-07-23,tx_2,abundance,4,
ob_1365,ev_1365,edi.193.1,lo_5,2010-07-23,tx_40,abundance,1,
ob_1388,ev_1388,edi.193.1,lo_5,2010-07-23,tx_80,abundance,1,
ob_1391,ev_1391,edi.193.1,lo_5,2010-07-23,tx_62,abundance,1,
ob_1392,ev_1392,edi.193.1,lo_6,2010-07-23,tx_14,abundance,1,
ob_1394,ev_1394,edi.193.1,lo_6,2010-07-23,tx_3,abundance,1,
ob_1398,ev_1398,edi.193.1,lo_10,2010-07-23,tx_3,abundance,5,
ob_1400,ev_1400,edi.193.1,lo_10,2010-07-23,tx_14,abundance,1,
ob_1415,ev_1415,edi.193.1,lo_10,2010-07-23,tx_13,abundance,1,
ob_1420,ev_1420,edi.193.1,lo_10,2010-07-23,tx_2,abundance,2,
ob_1433,ev_1433,edi.193.1,lo_10,2010-07-23,tx_63,abundance,1,
ob_1436,ev_1436,edi.193.1,lo_10,2010-07-23,tx_24,abundance,1,
ob_1437,ev_1437,edi.193.1,lo_11,2010-07-23,tx_14,abundance,1,
ob_1438,ev_1438,edi.193.1,lo_11,2010-07-23,tx_3,abundance,1,
ob_1469,ev_1469,edi.193.1,lo_12,2010-07-23,tx_3,abundance,1,
ob_1470,ev_1470,edi.193.1,lo_12,2010-07-23,tx_2,abundance,1,
ob_1473,ev_1473,edi.193.1,lo_12,2010-07-23,tx_14,abundance,1,
ob_1482,ev_1482,edi.193.1,lo_13,2010-07-23,tx_14,abundance,2,
ob_1483,ev_1483,edi.193.1,lo_13,2010-07-23,tx_62,abundance,1,
ob_1484,ev_1484,edi.193.1,lo_13,2010-07-23,tx_51,abundance,4,
ob_1485,ev_1485,edi.193.1,lo_13,2010-07-23,tx_3,abundance,1,
ob_1492,ev_1492,edi.193.1,lo_7,2010-07-23,tx_3,abundance,2,
ob_1493,ev_1493,edi.193.1,lo_7,2010-07-23,tx_13,abundance,1,
ob_1497,ev_1497,edi.193.1,lo_7,2010-07-23,tx_14,abundance,2,
ob_1499,ev_1499,edi.193.1,lo_7,2010-07-23,tx_38,abundance,6,
ob_1500,ev_1500,edi.193.1,lo_7,2010-07-23,tx_39,abundance,6,
ob_1504,ev_1504,edi.193.1,lo_7,2010-07-23,tx_62,abundance,1,
ob_1505,ev_1505,edi.193.1,lo_7,2010-07-23,tx_30,abundance,1,
ob_1509,ev_1509,edi.193.1,lo_4,2011-07-20,tx_14,abundance,1,
ob_1511,ev_1511,edi.193.1,lo_4,2011-07-20,tx_2,abundance,3,
ob_1512,ev_1512,edi.193.1,lo_4,2011-07-20,tx_3,abundance,3,
ob_1526,ev_1526,edi.193.1,lo_4,2011-07-20,tx_62,abundance,1,
ob_1529,ev_1529,edi.193.1,lo_5,2011-07-20,tx_3,abundance,1,
ob_1530,ev_1530,edi.193.1,lo_5,2011-07-20,tx_39,abundance,1,
ob_1531,ev_1531,edi.193.1,lo_5,2011-07-20,tx_38,abundance,20,
ob_1532,ev_1532,edi.193.1,lo_5,2011-07-20,tx_14,abundance,1,
ob_1535,ev_1535,edi.193.1,lo_5,2011-07-20,tx_13,abundance,2,
ob_1547,ev_1547,edi.193.1,lo_5,2011-07-20,tx_74,abundance,1,
ob_1550,ev_1550,edi.193.1,lo_5,2011-07-20,tx_51,abundance,4,
ob_1551,ev_1551,edi.193.1,lo_5,2011-07-20,tx_27,abundance,1,
ob_1553,ev_1553,edi.193.1,lo_5,2011-07-20,tx_62,abundance,1,
ob_1554,ev_1554,edi.193.1,lo_5,2011-07-20,tx_22,abundance,7,
ob_1558,ev_1558,edi.193.1,lo_5,2011-07-20,tx_77,abundance,1,
ob_1564,ev_1564,edi.193.1,lo_5,2011-07-20,tx_30,abundance,1,
ob_1582,ev_1582,edi.193.1,lo_6,2011-07-20,tx_14,abundance,1,
ob_1583,ev_1583,edi.193.1,lo_6,2011-07-20,tx_3,abundance,1,
ob_1590,ev_1590,edi.193.1,lo_8,2011-07-20,tx_24,abundance,1,
ob_1591,ev_1591,edi.193.1,lo_8,2011-07-20,tx_14,abundance,3,
ob_1592,ev_1592,edi.193.1,lo_8,2011-07-20,tx_3,abundance,1,
ob_1609,ev_1609,edi.193.1,lo_8,2011-07-20,tx_2,abundance,2,
ob_1611,ev_1611,edi.193.1,lo_8,2011-07-20,tx_13,abundance,1,
ob_1617,ev_1617,edi.193.1,lo_8,2011-07-20,tx_39,abundance,2,
ob_1624,ev_1624,edi.193.1,lo_8,2011-07-20,tx_60,abundance,1,
ob_1625,ev_1625,edi.193.1,lo_8,2011-07-20,tx_62,abundance,1,
ob_1626,ev_1626,edi.193.1,lo_11,2011-07-20,tx_3,abundance,2,
ob_1627,ev_1627,edi.193.1,lo_11,2011-07-20,tx_14,abundance,2,
ob_1646,ev_1646,edi.193.1,lo_12,2011-07-20,tx_3,abundance,1,
ob_1648,ev_1648,edi.193.1,lo_12,2011-07-20,tx_2,abundance,1,
ob_1653,ev_1653,edi.193.1,lo_13,2011-07-20,tx_3,abundance,2,
ob_1659,ev_1659,edi.193.1,lo_13,2011-07-20,tx_51,abundance,1,
ob_1662,ev_1662,edi.193.1,lo_13,2011-07-20,tx_2,abundance,1,
ob_1663,ev_1663,edi.193.1,lo_7,2011-07-20,tx_14,abundance,1,
ob_1664,ev_1664,edi.193.1,lo_7,2011-07-20,tx_39,abundance,1,
ob_1667,ev_1667,edi.193.1,lo_7,2011-07-20,tx_3,abundance,1,
ob_1669,ev_1669,edi.193.1,lo_7,2011-07-20,tx_51,abundance,2,
ob_1672,ev_1672,edi.193.1,lo_7,2011-07-20,tx_2,abundance,1,
ob_1676,ev_1676,edi.193.1,lo_7,2011-07-20,tx_30,abundance,1,
ob_1680,ev_1680,edi.193.1,lo_7,2011-07-20,tx_62,abundance,1,
ob_1683,ev_1683,edi.193.1,lo_4,2012-11-07,tx_3,abundance,2,
ob_1684,ev_1684,edi.193.1,lo_4,2012-11-07,tx_62,abundance,1,
ob_1685,ev_1685,edi.193.1,lo_4,2012-11-07,tx_14,abundance,1,
ob_1687,ev_1687,edi.193.1,lo_4,2012-11-07,tx_37,abundance,1,
ob_1696,ev_1696,edi.193.1,lo_4,2012-11-07,tx_73,abundance,1,
ob_1706,ev_1706,edi.193.1,lo_4,2012-11-07,tx_72,abundance,1,
ob_1708,ev_1708,edi.193.1,lo_4,2012-11-07,tx_12,abundance,1,
ob_1711,ev_1711,edi.193.1,lo_5,2012-11-07,tx_13,abundance,1,
ob_1712,ev_1712,edi.193.1,lo_5,2012-11-07,tx_14,abundance,1,
ob_1713,ev_1713,edi.193.1,lo_5,2012-11-07,tx_63,abundance,1,
ob_1714,ev_1714,edi.193.1,lo_5,2012-11-07,tx_3,abundance,1,
ob_1717,ev_1717,edi.193.1,lo_5,2012-11-07,tx_24,abundance,1,
ob_1718,ev_1718,edi.193.1,lo_5,2012-11-07,tx_30,abundance,1,
ob_1721,ev_1721,edi.193.1,lo_5,2012-11-07,tx_39,abundance,2,
ob_1727,ev_1727,edi.193.1,lo_5,2012-11-07,tx_62,abundance,1,
ob_1736,ev_1736,edi.193.1,lo_5,2012-11-07,tx_37,abundance,1,
ob_1744,ev_1744,edi.193.1,lo_5,2012-11-07,tx_40,abundance,1,
ob_1767,ev_1767,edi.193.1,lo_5,2012-11-07,tx_77,abundance,1,
ob_1784,ev_1784,edi.193.1,lo_6,2012-11-07,tx_14,abundance,1,
ob_1785,ev_1785,edi.193.1,lo_6,2012-11-07,tx_3,abundance,1,
ob_1793,ev_1793,edi.193.1,lo_10,2012-11-07,tx_14,abundance,1,
ob_1794,ev_1794,edi.193.1,lo_10,2012-11-07,tx_3,abundance,4,
ob_1797,ev_1797,edi.193.1,lo_10,2012-11-07,tx_39,abundance,1,
ob_1799,ev_1799,edi.193.1,lo_10,2012-11-07,tx_30,abundance,1,
ob_1810,ev_1810,edi.193.1,lo_10,2012-11-07,tx_24,abundance,1,
ob_1812,ev_1812,edi.193.1,lo_10,2012-11-07,tx_2,abundance,3,
ob_1814,ev_1814,edi.193.1,lo_10,2012-11-07,tx_13,abundance,1,
ob_1835,ev_1835,edi.193.1,lo_10,2012-11-07,tx_77,abundance,1,
ob_1836,ev_1836,edi.193.1,lo_11,2012-11-07,tx_3,abundance,2,
ob_1837,ev_1837,edi.193.1,lo_11,2012-11-07,tx_14,abundance,1,
ob_1844,ev_1844,edi.193.1,lo_11,2012-11-07,tx_2,abundance,3,
ob_1855,ev_1855,edi.193.1,lo_11,2012-11-07,tx_39,abundance,4,
ob_1860,ev_1860,edi.193.1,lo_11,2012-11-07,tx_80,abundance,1,
ob_1868,ev_1868,edi.193.1,lo_12,2012-11-07,tx_3,abundance,1,
ob_1877,ev_1877,edi.193.1,lo_13,2012-11-07,tx_3,abundance,1,
ob_1878,ev_1878,edi.193.1,lo_13,2012-11-07,tx_14,abundance,1,
ob_1884,ev_1884,edi.193.1,lo_13,2012-11-07,tx_40,abundance,1,
ob_1885,ev_1885,edi.193.1,lo_7,2012-11-07,tx_14,abundance,1,
ob_1886,ev_1886,edi.193.1,lo_7,2012-11-07,tx_39,abundance,3,
ob_1887,ev_1887,edi.193.1,lo_7,2012-11-07,tx_3,abundance,1,
ob_1888,ev_1888,edi.193.1,lo_7,2012-11-07,tx_29,abundance,1,
ob_1890,ev_1890,edi.193.1,lo_7,2012-11-07,tx_34,abundance,24,
ob_1897,ev_1897,edi.193.1,lo_7,2012-11-07,tx_62,abundance,2,
ob_1903,ev_1903,edi.193.1,lo_7,2012-11-07,tx_30,abundance,1,
ob_1917,ev_1917,edi.193.1,lo_7,2012-11-07,tx_80,abundance,1,
ob_1923,ev_1923,edi.193.1,lo_4,2013-07-17,tx_3,abundance,1,
ob_1924,ev_1924,edi.193.1,lo_4,2013-07-17,tx_2,abundance,1,
ob_1929,ev_1929,edi.193.1,lo_4,2013-07-17,tx_58,abundance,1,
ob_1930,ev_1930,edi.193.1,lo_4,2013-07-17,tx_62,abundance,1,
ob_1933,ev_1933,edi.193.1,lo_4,2013-07-17,tx_61,abundance,1,
ob_1935,ev_1935,edi.193.1,lo_4,2013-07-17,tx_40,abundance,1,
ob_1939,ev_1939,edi.193.1,lo_5,2013-07-17,tx_3,abundance,3,
ob_1940,ev_1940,edi.193.1,lo_5,2013-07-17,tx_14,abundance,1,
ob_1941,ev_1941,edi.193.1,lo_5,2013-07-17,tx_39,abundance,1,
ob_1942,ev_1942,edi.193.1,lo_5,2013-07-17,tx_63,abundance,7,
ob_1944,ev_1944,edi.193.1,lo_5,2013-07-17,tx_40,abundance,1,
ob_1949,ev_1949,edi.193.1,lo_5,2013-07-17,tx_72,abundance,1,
ob_1951,ev_1951,edi.193.1,lo_5,2013-07-17,tx_54,abundance,1,
ob_1953,ev_1953,edi.193.1,lo_5,2013-07-17,tx_30,abundance,1,
ob_1956,ev_1956,edi.193.1,lo_5,2013-07-17,tx_62,abundance,1,
ob_1957,ev_1957,edi.193.1,lo_5,2013-07-17,tx_13,abundance,1,
ob_1965,ev_1965,edi.193.1,lo_5,2013-07-17,tx_56,abundance,2,
ob_1969,ev_1969,edi.193.1,lo_5,2013-07-17,tx_2,abundance,1,
ob_1974,ev_1974,edi.193.1,lo_5,2013-07-17,tx_74,abundance,4,
ob_1993,ev_1993,edi.193.1,lo_5,2013-07-17,tx_22,abundance,4,
ob_2004,ev_2004,edi.193.1,lo_5,2013-07-17,tx_77,abundance,1,
ob_2024,ev_2024,edi.193.1,lo_6,2013-07-17,tx_14,abundance,3,
ob_2025,ev_2025,edi.193.1,lo_6,2013-07-17,tx_3,abundance,1,
ob_2038,ev_2038,edi.193.1,lo_6,2013-07-17,tx_51,abundance,1,
ob_2040,ev_2040,edi.193.1,lo_6,2013-07-17,tx_2,abundance,4,
ob_2046,ev_2046,edi.193.1,lo_10,2013-07-17,tx_3,abundance,3,
ob_2047,ev_2047,edi.193.1,lo_10,2013-07-17,tx_14,abundance,3,
ob_2048,ev_2048,edi.193.1,lo_10,2013-07-17,tx_80,abundance,3,
ob_2049,ev_2049,edi.193.1,lo_10,2013-07-17,tx_2,abundance,1,
ob_2053,ev_2053,edi.193.1,lo_10,2013-07-17,tx_38,abundance,1,
ob_2055,ev_2055,edi.193.1,lo_10,2013-07-17,tx_39,abundance,2,
ob_2058,ev_2058,edi.193.1,lo_10,2013-07-17,tx_13,abundance,3,
ob_2061,ev_2061,edi.193.1,lo_10,2013-07-17,tx_40,abundance,1,
ob_2078,ev_2078,edi.193.1,lo_10,2013-07-17,tx_30,abundance,1,
ob_2121,ev_2121,edi.193.1,lo_10,2013-07-17,tx_77,abundance,1,
ob_2158,ev_2158,edi.193.1,lo_10,2013-07-17,tx_17,abundance,1,
ob_2170,ev_2170,edi.193.1,lo_10,2013-07-17,tx_27,abundance,1,
ob_2172,ev_2172,edi.193.1,lo_10,2013-07-17,tx_63,abundance,1,
ob_2182,ev_2182,edi.193.1,lo_10,2013-07-17,tx_62,abundance,1,
ob_2187,ev_2187,edi.193.1,lo_11,2013-07-17,tx_22,abundance,1,
ob_2188,ev_2188,edi.193.1,lo_11,2013-07-17,tx_39,abundance,1,
ob_2189,ev_2189,edi.193.1,lo_11,2013-07-17,tx_3,abundance,1,
ob_2190,ev_2190,edi.193.1,lo_11,2013-07-17,tx_14,abundance,3,
ob_2194,ev_2194,edi.193.1,lo_11,2013-07-17,tx_2,abundance,1,
ob_2201,ev_2201,edi.193.1,lo_11,2013-07-17,tx_80,abundance,1,
ob_2211,ev_2211,edi.193.1,lo_11,2013-07-17,tx_40,abundance,1,
ob_2241,ev_2241,edi.193.1,lo_11,2013-07-17,tx_62,abundance,1,
ob_2250,ev_2250,edi.193.1,lo_12,2013-07-17,tx_3,abundance,1,
ob_2261,ev_2261,edi.193.1,lo_12,2013-07-17,tx_14,abundance,1,
ob_2264,ev_2264,edi.193.1,lo_13,2013-07-17,tx_3,abundance,4,
ob_2265,ev_2265,edi.193.1,lo_13,2013-07-17,tx_80,abundance,1,
ob_2271,ev_2271,edi.193.1,lo_13,2013-07-17,tx_14,abundance,1,
ob_2272,ev_2272,edi.193.1,lo_13,2013-07-17,tx_62,abundance,1,
ob_2283,ev_2283,edi.193.1,lo_13,2013-07-17,tx_2,abundance,2,
ob_2285,ev_2285,edi.193.1,lo_13,2013-07-17,tx_74,abundance,1,
ob_2288,ev_2288,edi.193.1,lo_7,2013-07-17,tx_12,abundance,1,
ob_2289,ev_2289,edi.193.1,lo_7,2013-07-17,tx_2,abundance,2,
ob_2290,ev_2290,edi.193.1,lo_7,2013-07-17,tx_3,abundance,2,
ob_2291,ev_2291,edi.193.1,lo_7,2013-07-17,tx_34,abundance,1,
ob_2292,ev_2292,edi.193.1,lo_7,2013-07-17,tx_39,abundance,1,
ob_2294,ev_2294,edi.193.1,lo_7,2013-07-17,tx_14,abundance,1,
ob_2299,ev_2299,edi.193.1,lo_7,2013-07-17,tx_51,abundance,1,
ob_2303,ev_2303,edi.193.1,lo_7,2013-07-17,tx_62,abundance,1,
ob_2304,ev_2304,edi.193.1,lo_4,2014-07-07,tx_3,abundance,1,
ob_2305,ev_2305,edi.193.1,lo_4,2014-07-07,tx_2,abundance,1,
ob_2310,ev_2310,edi.193.1,lo_4,2014-07-07,tx_40,abundance,1,
ob_2313,ev_2313,edi.193.1,lo_4,2014-07-07,tx_62,abundance,1,
ob_2315,ev_2315,edi.193.1,lo_4,2014-07-07,tx_13,abundance,1,
ob_2322,ev_2322,edi.193.1,lo_5,2014-07-07,tx_14,abundance,2,
ob_2323,ev_2323,edi.193.1,lo_5,2014-07-07,tx_3,abundance,1,
ob_2327,ev_2327,edi.193.1,lo_5,2014-07-07,tx_43,abundance,1,
ob_2328,ev_2328,edi.193.1,lo_5,2014-07-07,tx_62,abundance,1,
ob_2334,ev_2334,edi.193.1,lo_5,2014-07-07,tx_30,abundance,1,
ob_2335,ev_2335,edi.193.1,lo_5,2014-07-07,tx_60,abundance,3,
ob_2337,ev_2337,edi.193.1,lo_5,2014-07-07,tx_40,abundance,2,
ob_2339,ev_2339,edi.193.1,lo_5,2014-07-07,tx_39,abundance,1,
ob_2341,ev_2341,edi.193.1,lo_5,2014-07-07,tx_13,abundance,1,
ob_2343,ev_2343,edi.193.1,lo_5,2014-07-07,tx_63,abundance,1,
ob_2362,ev_2362,edi.193.1,lo_5,2014-07-07,tx_37,abundance,3,
ob_2365,ev_2365,edi.193.1,lo_5,2014-07-07,tx_74,abundance,1,
ob_2368,ev_2368,edi.193.1,lo_6,2014-07-07,tx_3,abundance,1,
ob_2369,ev_2369,edi.193.1,lo_6,2014-07-07,tx_2,abundance,1,
ob_2373,ev_2373,edi.193.1,lo_6,2014-07-07,tx_14,abundance,1,
ob_2378,ev_2378,edi.193.1,lo_6,2014-07-07,tx_40,abundance,1,
ob_2381,ev_2381,edi.193.1,lo_10,2014-07-07,tx_39,abundance,2,
ob_2382,ev_2382,edi.193.1,lo_10,2014-07-07,tx_13,abundance,1,
ob_2384,ev_2384,edi.193.1,lo_10,2014-07-07,tx_14,abundance,1,
ob_2386,ev_2386,edi.193.1,lo_10,2014-07-07,tx_51,abundance,1,
ob_2388,ev_2388,edi.193.1,lo_10,2014-07-07,tx_3,abundance,1,
ob_2403,ev_2403,edi.193.1,lo_10,2014-07-07,tx_27,abundance,1,
ob_2412,ev_2412,edi.193.1,lo_10,2014-07-07,tx_40,abundance,1,
ob_2421,ev_2421,edi.193.1,lo_10,2014-07-07,tx_74,abundance,2,
ob_2434,ev_2434,edi.193.1,lo_11,2014-07-07,tx_3,abundance,2,
ob_2435,ev_2435,edi.193.1,lo_11,2014-07-07,tx_22,abundance,1,
ob_2440,ev_2440,edi.193.1,lo_11,2014-07-07,tx_40,abundance,1,
ob_2441,ev_2441,edi.193.1,lo_11,2014-07-07,tx_14,abundance,1,
ob_2453,ev_2453,edi.193.1,lo_11,2014-07-07,tx_2,abundance,3,
ob_2466,ev_2466,edi.193.1,lo_11,2014-07-07,tx_39,abundance,3,
ob_2484,ev_2484,edi.193.1,lo_12,2014-07-07,tx_2,abundance,3,
ob_2485,ev_2485,edi.193.1,lo_12,2014-07-07,tx_3,abundance,3,
ob_2498,ev_2498,edi.193.1,lo_13,2014-07-07,tx_51,abundance,1,
ob_2499,ev_2499,edi.193.1,lo_13,2014-07-07,tx_40,abundance,1,
ob_2500,ev_2500,edi.193.1,lo_13,2014-07-07,tx_3,abundance,1,
ob_2501,ev_2501,edi.193.1,lo_13,2014-07-07,tx_14,abundance,1,
ob_2510,ev_2510,edi.193.1,lo_13,2014-07-07,tx_39,abundance,1,
ob_2511,ev_2511,edi.193.1,lo_13,2014-07-07,tx_74,abundance,1,
ob_2513,ev_2513,edi.193.1,lo_7,2014-07-07,tx_39,abundance,3,
ob_2514,ev_2514,edi.193.1,lo_7,2014-07-07,tx_14,abundance,1,
ob_2515,ev_2515,edi.193.1,lo_7,2014-07-07,tx_3,abundance,1,
ob_2517,ev_2517,edi.193.1,lo_7,2014-07-07,tx_51,abundance,7,
ob_2518,ev_2518,edi.193.1,lo_7,2014-07-07,tx_10,abundance,1,
ob_2519,ev_2519,edi.193.1,lo_7,2014-07-07,tx_40,abundance,1,
ob_2520,ev_2520,edi.193.1,lo_7,2014-07-07,tx_2,abundance,1,
ob_2524,ev_2524,edi.193.1,lo_7,2014-07-07,tx_13,abundance,2,
ob_2528,ev_2528,edi.193.1,lo_7,2014-07-07,tx_62,abundance,1,
ob_2529,ev_2529,edi.193.1,lo_7,2014-07-07,tx_34,abundance,5,
ob_2539,ev_2539,edi.193.1,lo_4,2015-06-29,tx_2,abundance,1,
ob_2541,ev_2541,edi.193.1,lo_4,2015-06-29,tx_11,abundance,1,
ob_2543,ev_2543,edi.193.1,lo_4,2015-06-29,tx_14,abundance,1,
ob_2546,ev_2546,edi.193.1,lo_4,2015-06-29,tx_3,abundance,1,
ob_2549,ev_2549,edi.193.1,lo_4,2015-06-29,tx_74,abundance,1,
ob_2557,ev_2557,edi.193.1,lo_4,2015-06-29,tx_39,abundance,1,
ob_2565,ev_2565,edi.193.1,lo_4,2015-06-29,tx_62,abundance,1,
ob_2572,ev_2572,edi.193.1,lo_5,2015-06-29,tx_14,abundance,1,
ob_2573,ev_2573,edi.193.1,lo_5,2015-06-29,tx_3,abundance,2,
ob_2574,ev_2574,edi.193.1,lo_5,2015-06-29,tx_40,abundance,1,
ob_2576,ev_2576,edi.193.1,lo_5,2015-06-29,tx_51,abundance,3,
ob_2579,ev_2579,edi.193.1,lo_5,2015-06-29,tx_62,abundance,2,
ob_2582,ev_2582,edi.193.1,lo_5,2015-06-29,tx_39,abundance,1,
ob_2585,ev_2585,edi.193.1,lo_5,2015-06-29,tx_12,abundance,1,
ob_2586,ev_2586,edi.193.1,lo_5,2015-06-29,tx_2,abundance,1,
ob_2588,ev_2588,edi.193.1,lo_5,2015-06-29,tx_38,abundance,1,
ob_2594,ev_2594,edi.193.1,lo_5,2015-06-29,tx_22,abundance,10,
ob_2596,ev_2596,edi.193.1,lo_5,2015-06-29,tx_63,abundance,1,
ob_2597,ev_2597,edi.193.1,lo_5,2015-06-29,tx_56,abundance,2,
ob_2599,ev_2599,edi.193.1,lo_5,2015-06-29,tx_30,abundance,6,
ob_2600,ev_2600,edi.193.1,lo_5,2015-06-29,tx_33,abundance,1,
ob_2607,ev_2607,edi.193.1,lo_5,2015-06-29,tx_13,abundance,1,
ob_2613,ev_2613,edi.193.1,lo_5,2015-06-29,tx_37,abundance,2,
ob_2653,ev_2653,edi.193.1,lo_6,2015-06-29,tx_3,abundance,2,
ob_2654,ev_2654,edi.193.1,lo_6,2015-06-29,tx_14,abundance,1,
ob_2679,ev_2679,edi.193.1,lo_6,2015-06-29,tx_2,abundance,1,
ob_2684,ev_2684,edi.193.1,lo_10,2015-06-29,tx_2,abundance,1,
ob_2689,ev_2689,edi.193.1,lo_10,2015-06-29,tx_13,abundance,1,
ob_2693,ev_2693,edi.193.1,lo_10,2015-06-29,tx_3,abundance,4,
ob_2694,ev_2694,edi.193.1,lo_10,2015-06-29,tx_14,abundance,3,
ob_2700,ev_2700,edi.193.1,lo_10,2015-06-29,tx_78,abundance,1,
ob_2701,ev_2701,edi.193.1,lo_10,2015-06-29,tx_39,abundance,1,
ob_2703,ev_2703,edi.193.1,lo_10,2015-06-29,tx_80,abundance,1,
ob_2709,ev_2709,edi.193.1,lo_10,2015-06-29,tx_50,abundance,5,
ob_2712,ev_2712,edi.193.1,lo_10,2015-06-29,tx_62,abundance,1,
ob_2713,ev_2713,edi.193.1,lo_10,2015-06-29,tx_56,abundance,1,
